eventurl,imageurl,eventname,description,attendees,day,date,time,timezone,eventtype,attendees_range
https://www.meetup.com/self-awareness-and-mindfulness-class/events/304484337/?recId=dd779ed9-4376-43c8-b74e-29d1e7aa66a6&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/photos/event/9/c/0/9/event_524619945.webp?w=640,What makes your heart sing?,Self-awareness and mindfulness class - online,11.0,Thursday,2024-11-14,08:00 PM,EST,Online Event,10-50
https://www.meetup.com/jumpin2it-nyc-entrepreneurs-business-network/events/303991896/?recId=327c42c6-b281-4a14-9b5b-cce2513db839&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/photos/event/1/a/d/c/event_524046876.webp?w=640,JOIN US: NEW BREAKTHRU MARKETING GUIDE,Jumpin2it NYC Entrepreneurs & Business Network,17.0,Thursday,2024-11-14,07:00 PM,EST,Online Event,10-50
https://www.meetup.com/chicago-make-passive-income-with-parking-mate-meetup-group/events/304251729/?recId=0d89e058-f256-4421-9a17-862d618cfc56&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/photos/event/3/a/2/c/event_524414892.webp?w=640,Chicago Make Passive Income with Parking Mate Meetup Group,Chicago Make Passive Income with Parking Mate Meetup Group,23.0,Thursday,2024-11-14,08:00 PM,EST,Online Event,10-50
https://www.meetup.com/realestateto/events/298598084/?recId=07dac0d8-4fb0-45d9-9ce8-d6e41c268e01&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/2/7/c/c/event_518650188.webp?w=640,How To Win At The Landlord And Tenant Board,RealEstateTO,18.0,Thursday,2024-11-14,06:00 PM,EST,Inperson,10-50
https://www.meetup.com/quantum-computing-chicago-illinois-and-beyond/events/303908284/?recId=792605b2-5e37-4887-bf12-9de6174260d7&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/photos/event/2/9/c/c/event_524470700.webp?w=640,Quantum Sensing based on Nitrogen Vacancies in Diamond Centers,"Quantum Computing Chicago, Illinois, and Beyond",30.0,Thursday,2024-11-14,08:00 PM,EST,Online Event,10-50
https://www.meetup.com/online-mtl-tapping-group/events/303961687/?recId=1b2a0cf0-f8aa-480a-b852-253380e70d55&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/photos/event/6/4/f/c/event_522925852.webp?w=640,Intro to Tapping,Online Montreal EFT Tapping Group,20.0,Thursday,2024-11-14,07:00 PM,EST,Online Event,10-50
https://www.meetup.com/tarot-for-creatives-meetup/events/303873757/?recId=44a8356b-e8e4-49a4-855c-6a829976152f&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/photos/event/c/4/6/4/event_515210276.webp?w=640,Second Thursday Tarot Reading Practice,Tarot for Creatives Meetup,12.0,Thursday,2024-11-14,08:00 PM,EST,Online Event,10-50
https://www.meetup.com/espanolismo-spanish-conversation-group/events/304204532/?recId=44a8356b-e8e4-49a4-855c-6a829976152f&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/photos/event/2/5/f/b/event_524289723.webp?w=640,*online* Spanish conversation group,Españolismo - Spanish Conversation Group,11.0,Thursday,2024-11-14,06:30 PM,EST,Online Event,10-50
https://www.meetup.com/meetup-group-lntehccf/events/304240150/?recId=1b2a0cf0-f8aa-480a-b852-253380e70d55&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/photos/event/5/6/e/0/event_494602240.webp?w=640,Spanish Class- Advanced,Free Spanish lessons,25.0,Thursday,2024-11-14,07:00 PM,EST,Online Event,10-50
https://www.meetup.com/meetup-group-drbfbrzw/events/303687562/?recId=1af47e74-0b9f-4043-9cb2-07fcb5da4187&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/9/2/8/event_523742344.webp?w=640,Drink & Draw Life Drawing Social @ The Drake Hotel,Drink & Draw Life Drawing Socials,11.0,Thursday,2024-11-14,07:00 PM,EST,Inperson,10-50
https://www.meetup.com/dundalk-d20-gaming-meetup-group/events/303943316/?recId=48a05daf-b8d2-45b0-91f8-6e35705a9e51&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/photos/event/2/f/3/d/event_523992093.webp?w=640,The Crimson Star - 5th Edition D&D Campaign,Dundalk D20 Gaming Meetup Group,10.0,Thursday,2024-11-14,07:00 PM,EST,Online Event,10-50
https://www.meetup.com/abraham-hicks-a-course-in-miracles-spiritual-mastery-group/events/304182422/?recId=db66d368-aa19-46f6-af9f-d90cc3a0cbaf&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/photos/event/8/7/3/c/event_490294620.webp?w=640,Abraham Hicks & A Course In Miracles Mastermind - VIRTUAL,Abraham Hicks & A Course In Miracles Mastermind,15.0,Thursday,2024-11-14,07:00 PM,EST,Online Event,10-50
https://www.meetup.com/dc-acm-siggraph/events/304188340/?recId=5c4a883b-5b85-45f2-9cdd-37d74e78b496&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/photos/event/d/c/5/7/event_524276407.webp?w=640,(Online) CinePaint: Hollywood’s Film Retouching Tool,DC ACM SIGGRAPH,14.0,Thursday,2024-11-14,07:00 PM,EST,Online Event,10-50
https://www.meetup.com/iwanttodothatboston/events/299244677/?recId=962b6b87-e9d2-4087-bb84-fe20026e6b46&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/photos/event/b/1/3/c/event_519165372.webp?w=640,We like creating meetups so much we are taking it on the road! Come join us  ! !,""" ¡ ᗯᗩᑎTEᗪ TO ᗪO TᕼᗩT . . . ᒍᑌᔕT ᑎOT ᗩᒪOᑎE ! ! ! ℠ "" Boston",84.0,Thursday,2024-11-14,09:00 PM,EST,Online Event,50-100
https://www.meetup.com/techtank-to/events/304263016/?recId=a54fce0a-dc93-4d3a-a30e-6e45e2d3c7a8&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/c/a/6/e/event_524451822.webp?w=640,Fueling Growth: Generative AI & RAG Applications in FP&A,TechTank TO,78.0,Thursday,2024-11-14,06:00 PM,EST,Inperson,50-100
https://www.meetup.com/toronto-enterprise-devops-user-group/events/303396092/?recId=a54fce0a-dc93-4d3a-a30e-6e45e2d3c7a8&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/c/1/3/3/event_459409459.webp?w=640,Accelerating Data Pipelines with Databricks,Toronto Enterprise DevOps User Group,50.0,Thursday,2024-11-14,05:30 PM,EST,Inperson,50-100
https://www.meetup.com/user-experience-professionals-association-uxpa-nj-chapter/events/304308772/?recId=17abdaa3-18df-45f1-8bbc-58d917ec70c9&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/photos/event/2/6/4/7/event_524529799.webp?w=640,"Democracy is a (Civic) Design Problem, with Whitney Quesenbery","User Experience Professionals Association (UXPA), NJ chapter",48.0,Thursday,2024-11-14,07:30 PM,EST,Online Event,10-50
https://www.meetup.com/undoing-unconscious-conditioning-for-true-alignement/events/304443054/?recId=17abdaa3-18df-45f1-8bbc-58d917ec70c9&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/next/images/fallbacks/group-cover-11-wide.webp?w=640,Meet & Greet + Q&A,Undoing Unconscious Conditioning for True Alignement,20.0,Thursday,2024-11-14,07:00 PM,EST,Online Event,10-50
https://www.meetup.com/keto-lifestyle-for-mental-health/events/304161793/?recId=17abdaa3-18df-45f1-8bbc-58d917ec70c9&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/photos/event/2/7/c/5/event_506650181.webp?w=640,Keto for Mental Health-Support Group,Keto lifestyle for mental health,36.0,Thursday,2024-11-14,07:00 PM,EST,Online Event,10-50
https://www.meetup.com/sitecore-headless-development-usergroup/events/303597406/?recId=fdf2654b-f4e8-4bbe-a822-ea957254268d&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/photos/event/c/f/0/b/event_523673003.webp?w=640,Virtual Sitecore Headless Development User Group #10,Sitecore Headless Development User Group,32.0,Thursday,2024-11-14,07:00 PM,EST,Online Event,10-50
https://www.meetup.com/dma-international/events/304413989/?recId=fdf2654b-f4e8-4bbe-a822-ea957254268d&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/photos/event/8/5/7/6/event_524554166.webp?w=640,How to Build a Semi-Passive Income With Wifi,Digital Marketing Alliance International (DMAI),33.0,Thursday,2024-11-14,07:00 PM,EST,Online Event,10-50
https://www.meetup.com/licn-long-island-consultants-network/events/304169627/?recId=7db4fb81-7abe-474b-ad51-5ff77861d4c9&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/photos/event/9/b/5/6/event_524259766.webp?w=640,Oil Level Monitoring,IEEE Consultants Network of Long Island (LICN),26.0,Thursday,2024-11-14,07:00 PM,EST,Online Event,10-50
https://www.meetup.com/www-holisticwellcareadvisers-com/events/303761882/?recId=a9950b00-4de8-4c9a-ab47-f48ea94d1bd3&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/photos/event/5/d/4/1/event_523823873.webp?w=640,Mastering Relationships: The Power of Attachment Theory,Holistic WellCare Advisers,47.0,Thursday,2024-11-14,07:00 PM,EST,Online Event,10-50
https://www.meetup.com/kawartha-spiritual-adventurers-group/events/303752444/?recId=1b2a0cf0-f8aa-480a-b852-253380e70d55&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/photos/event/4/9/9/6/event_523818838.webp?w=640,Loosening The Grip of Fear: Spiritual Discussion on Zoom,The Kawartha Spiritual Adventurers Group,11.0,Thursday,2024-11-14,07:00 PM,EST,Online Event,10-50
https://www.meetup.com/ooty-black-pearl-fc/events/304490513/?recId=915abc17-f289-41ae-b478-147a5900b623&recSource=ml-popular-events-nearby&searchId=a0435745-3c24-44c6-b804-9752785aa970&eventOrigin=find_page$inPerson,https://secure.meetupstatic.com/photos/event/3/5/1/5/event_523033589.webp?w=640,(FUTSAL)Friday Coed (U10-U15) 5v5 pickup soccer,Ooty Black Pearl FC,1.0,Friday,2024-11-15,07:00 PM,EST,Inperson,1-10
https://www.meetup.com/the-music-hub/events/304029544/?recId=fda1f68d-4eba-4cb8-8d6f-2c56cb7b31f5&recSource=ml-popular-events-nearby&searchId=a0435745-3c24-44c6-b804-9752785aa970&eventOrigin=find_page$inPerson,https://secure.meetupstatic.com/photos/event/5/4/e/6/event_523581734.webp?w=640,Music Industry Night | November 2024,The Music HUB,4.0,Friday,2024-11-15,07:00 PM,EST,Inperson,1-10
https://www.meetup.com/north-boston-azure-cloud-user-group/events/304407162/?recId=b0f7de77-4a0e-4eee-93a3-0ef925c920c9&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/photos/event/9/9/event_455640153.webp?w=640,(Virtual Lunchtime) Adding Gen AI to your existing apps with Semantic Kernel,North Boston Azure Cloud User Group,14.0,Friday,2024-11-15,12:00 PM,EST,Online Event,10-50
https://www.meetup.com/scranton-reiki-meetup-group/events/304076037/?recId=a9950b00-4de8-4c9a-ab47-f48ea94d1bd3&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/photos/event/6/6/9/5/event_495146261.webp?w=640,Full Moon Reiki Infused Guided Meditation,Tired and Stressed but want to Live Differently Group,39.0,Friday,2024-11-15,07:00 PM,EST,Online Event,10-50
https://www.meetup.com/the-music-hub/events/304029544/?recId=4a80c536-90c9-408d-a50b-092267aa1523&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/5/4/e/6/event_523581734.webp?w=640,Music Industry Night | November 2024,The Music HUB,4.0,Friday,2024-11-15,07:00 PM,EST,Inperson,1-10
https://www.meetup.com/toronto-philosophy-of-mind-meetup/events/303910663/?recId=82b6bdf0-88dc-453e-ac46-fadf2e6caf4d&recSource=ml-popular-events-nearby&searchId=a0435745-3c24-44c6-b804-9752785aa970&eventOrigin=find_page$inPerson,https://secure.meetupstatic.com/photos/event/a/d/d/2/event_522164498.webp?w=640,Bob Dylan ~ The Times Are Changing,Toronto Philosophy of Mind Meetup,2.0,Friday,2024-11-15,07:00 PM,EST,Inperson,1-10
https://www.meetup.com/blacknewyork/events/303912136/?recId=b6ce4356-07c3-413f-a093-b3c112e3323a&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/photos/event/b/6/7/a/event_523966714.webp?w=640,"Join us for an insightful session with Chris Harrison, Entrepreneurship Program",Black Everywhere® - New York,12.0,Friday,2024-11-15,05:00 PM,EST,Online Event,10-50
https://www.meetup.com/grand-rapids-understanding-yourself-meetup-group/events/304468879/?recId=7db4fb81-7abe-474b-ad51-5ff77861d4c9&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/photos/event/2/e/1/6/event_524591798.webp?w=640,Healing from Narcissistic Trauma: Space For Survivors,Healing from Narcissistic Trauma: Supportive Space,29.0,Friday,2024-11-15,07:00 PM,EST,Online Event,10-50
https://www.meetup.com/movie-and-tv-watch-club/events/303972312/?recId=eb777328-c29e-4811-b267-1eff00aa5142&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/photos/event/8/2/a/6/event_524013446.webp?w=640,Trap (2024): Watch Party,Movie and TV Watch Club,29.0,Friday,2024-11-15,08:30 PM,EST,Online Event,10-50
https://www.meetup.com/retro-80s-new-wave-indie-alternative/events/304467834/?recId=a052ab33-1e8e-4dc8-b174-5b73b4b2d4cb&recSource=ml-popular-events-nearby&searchId=a0435745-3c24-44c6-b804-9752785aa970&eventOrigin=find_page$inPerson,https://secure.meetupstatic.com/photos/event/2/a/3/2/event_524590802.webp?w=640,DJ Lazarus & Dave Rout Birthday Dance Party - ALL VINYL Sets - NO COVER,"Retro 80's New Wave, Indie, Alternative!",3.0,Friday,2024-11-15,09:00 PM,EST,Inperson,1-10
https://www.meetup.com/toronto-muslim-friends/events/304301546/?recId=2f0a2d97-01a7-4156-8ff3-76d729469cd1&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/c/a/f/e/event_524451966.webp?w=640,Karahi Point,Toronto Muslim Friends,21.0,Friday,2024-11-15,06:30 PM,EST,Inperson,10-50
https://www.meetup.com/toronto-musicians-meetup-group/events/304037994/?recId=ea013c43-35d1-4a76-84dc-d96c4e2d2ba5&recSource=ml-popular-events-nearby&searchId=a0435745-3c24-44c6-b804-9752785aa970&eventOrigin=find_page$inPerson,https://secure.meetupstatic.com/photos/event/2/6/0/a/event_524109738.webp?w=640,Music Industry Night (General Admission $30),Toronto Musicians Meetup Group,7.0,Friday,2024-11-15,07:00 PM,EST,Inperson,1-10
https://www.meetup.com/toronto-bruce-trail-club/events/304392028/?recId=7195bfb3-8b28-4d44-95e6-ee6d7eb1735f&recSource=ml-popular-events-nearby&searchId=a0435745-3c24-44c6-b804-9752785aa970&eventOrigin=find_page$inPerson,https://secure.meetupstatic.com/photos/event/3/f/b/c/event_524536316.webp?w=640,Beaver Moon Hike - Finch Corridor and East Don - 12km,Toronto Bruce Trail Club,6.0,Friday,2024-11-15,06:45 PM,EST,Inperson,1-10
https://www.meetup.com/toronto-musicians-meetup-group/events/304037994/?recId=b9db0f93-4bbb-49dc-ae96-1ea615f2e597&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/2/6/0/a/event_524109738.webp?w=640,Music Industry Night (EB Tickets $25),Toronto Musicians Meetup Group,5.0,Friday,2024-11-15,07:00 PM,EST,Inperson,1-10
https://www.meetup.com/toronto-muslim-friends/events/304301546/?recId=5f2f3b09-284a-4bd7-b6e7-d12f20639a01&recSource=ml-popular-events-nearby&searchId=a0435745-3c24-44c6-b804-9752785aa970&eventOrigin=find_page$inPerson,https://secure.meetupstatic.com/photos/event/c/a/f/e/event_524451966.webp?w=640,Karahi Point,Toronto Muslim Friends,26.0,Friday,2024-11-15,06:45 PM,EST,Inperson,10-50
https://www.meetup.com/scratched-quebec/events/302942218/?recId=327c42c6-b281-4a14-9b5b-cce2513db839&recSource=ml-popular-events-nearby&searchId=8ac9277d-6670-4fb3-8544-a74bef439d41&eventOrigin=find_page$online,https://secure.meetupstatic.com/photos/event/5/a/2/6/event_523463078.webp?w=640,Québec ScratchEd Meetup with Guest Shawn Patrick Higgins,Québec Scratch Educator Meetup,22.0,Friday,2024-11-15,02:30 PM,EST,Online Event,10-50
https://www.meetup.com/gta-snowboarding-social-group/events/304242590/?recId=a052ab33-1e8e-4dc8-b174-5b73b4b2d4cb&recSource=ml-popular-events-nearby&searchId=a0435745-3c24-44c6-b804-9752785aa970&eventOrigin=find_page$inPerson,https://secure.meetupstatic.com/photos/event/1/d/f/d/event_476167677.webp?w=640,Burton Group Discount Sale,#1 GTA Snowboarding and Social Group,5.0,Friday,2024-11-15,12:00 PM,EST,Inperson,1-10
https://www.meetup.com/fun-games-social-club/events/304145938/?recId=ea013c43-35d1-4a76-84dc-d96c4e2d2ba5&recSource=ml-popular-events-nearby&searchId=a0435745-3c24-44c6-b804-9752785aa970&eventOrigin=find_page$inPerson,https://secure.meetupstatic.com/photos/event/4/4/7/9/event_524237529.webp?w=640,FRIDAY NIGHT LASER TAG WITH FRIENDS AND SINGLES! (At Playtime Bowl),"**GAMES, BOWLING, COMEDY & LASER TAG**",27.0,Friday,2024-11-15,07:30 PM,EST,Inperson,10-50
https://www.meetup.com/la-dolce-vita-italian-dinner-group-50-plus-vaughan/events/303922893/?recId=971205f7-d6f6-4bd6-9728-d77383b19665&recSource=ml-popular-events-nearby&searchId=33dd435a-7917-41ff-b95b-556fdd16f0ac&eventOrigin=find_page$all,https://secure.meetupstatic.com/photos/event/d/e/4/a/event_523976906.webp?w=640,Dinner  - Boccaccio Restaurant - Wine & Chestnut Celebration,La Dolce Vita Italian Dinner & Social Group Vaughan/Toronto,9.0,Friday,2024-11-15,07:00 PM,EST,Inperson,1-10
